campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-10,88.51,407247,4261.0,0.0105,120,4727.56,53.41,Image,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Facebook,US
women seamless everyday,Adset-1 LAL1,2025-03-11,723.86,370836,2020.0,0.0054,64,2185.21,3.02,Image,"All‑day comfort, zero pinch — try our women bras!",Broad,Instagram,UK
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-03-12,64.76,168372,1267.0,0.0075,30,733.64,11.33,UGC,"Push comfort, not wires — everyday women bras.",Broad,Facebook,UK
Women Seamless Everyday,Adset-1 LAL1,2025-03-13,355.21,456959,3329.0,0.0073,73,1886.67,5.31,Video,Hot & comfy: women bras now 20% off — feel the difference.,Retargeting,Facebook,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-03-14,101.18,163206,1152.0,0.0071,25,697.86,6.9,Carousel,Seamless confidence for every day — new women sports bras.,Lookalike,Facebook,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-15,,47832,451.0,0.0094,0,322.44,,Image,Doctors recommend breathable organic cotton — meet our women bras.,Lookalike,Facebook,UK
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-03-16,458.71,448699,4677.0,0.0104,125,2809.53,6.12,UGC,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-17,956.67,428369,4305.0,0.01,117,3770.98,3.94,Image,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-18,557.71,288634,1728.0,0.006,39,1293.67,2.32,Video,No ride‑up guarantee — best‑selling women sports bras back in stock.,Broad,Instagram,UK
Women Seamless Everyday,Adset-1 LAL1,2025-03-19,328.54,289899,2608.0,0.009,53,1241.96,3.78,Image,Breathable organic cotton that moves with you — limited offer on women sports bras.,Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-03-20,1229.75,190982,1270.0,0.0067,34,1682.54,1.37,Video,Doctors recommend breathable modal — meet our women boyshorts.,Broad,Instagram,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-03-21,583.97,86178,583.0,0.0068,21,514.19,0.88,Image,Seamless confidence for every day — new women wire‑free bras.,Broad,Instagram,IN
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-03-22,304.27,334907,1586.0,0.0047,41,1782.39,5.86,Video,"Push comfort, not wires — everyday women panties.",Broad,Facebook,UK
Women Seamless Everyday,Adset-1 LAL1,2025-03-23,261.7,164347,1073.0,0.0065,41,1437.05,5.49,Video,Confidence starts inside — elevate with women sports bras.,Broad,Instagram,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-24,176.44,418876,,0.0075,105,2405.82,13.64,Carousel,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Lookalike,Instagram,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-25,463.11,208498,1954.0,0.0094,48,1211.1,2.62,Image,Confidence starts inside — elevate with women sports bras.,Broad,Instagram,IN
women seam-ess everyday,Adset-1 LAL1,2025-03-26,81.48,257800,2365.0,0.0092,57,3154.27,38.71,Carousel,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-03-27,545.9,283556,2133.0,0.0075,46,2270.27,4.16,Image,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-28,,315494,2694.0,0.0085,49,2390.25,2.55,Video,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Lookalike,Instagram,US
Women Seamless Everyday,Adset-1 LAL1,2025-03-29,886.2,237985,2321.0,0.0098,37,2025.52,2.29,Image,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Facebook,IN
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-03-30,739.21,232316,1920.0,0.0083,89,3954.77,5.35,UGC,Breathable bamboo that moves with you — limited offer on women bras.,Retargeting,Instagram,US
women seamless everyday,Adset-1 LAL1,2025-03-31,345.83,216153,1962.0,0.0091,74,2579.0,7.46,Video,Doctors recommend breathable bamboo — meet our women panties.,Lookalike,Instagram,UK
WOMEN Seamless E eryday,Adset-2 Broad,2025-01-01,133.85,115664,1247.0,0.0108,35,1988.76,14.86,Video,"Ultra‑soft waistband, no marks — premium women sports bras.",Retargeting,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-01-02,321.94,371297,1775.0,0.0048,0,1242.88,3.86,Image,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Broad,Facebook,US
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-01-03,54.75,31946,374.0,0.0117,12,501.89,9.17,Video,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Facebook,US
Women Seamless Everyday,Adset-2 Broad,2025-01-04,855.61,403031,,0.0085,98,3361.31,3.93,Image,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-01-05,79.36,467877,4314.0,0.0092,103,5290.78,66.67,Image,Confidence starts inside — elevate with women boyshorts.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-06,686.21,453782,5853.0,0.0129,213,6080.18,8.86,Video,Doctors recommend breathable organic cotton — meet our women panties.,Retargeting,Facebook,US
Women Seamless Everyday,Adset-2 Broad,2025-01-07,268.87,283956,1617.0,0.0057,49,1151.2,4.28,Video,Hot & comfy: women panties now 20% off — feel the difference.,Broad,Instagram,IN
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-01-08,782.25,496185,2502.0,0.005,73,2286.4,2.92,Carousel,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Lookalike,Instagram,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-09,442.3,73621,674.0,0.0092,12,507.83,1.15,Video,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Broad,Facebook,UK
WOMEN SEAM ESS EVERYDAY,Adset-2 Broad,2025-01-10,991.33,381636,3519.0,0.0092,114,3296.06,3.32,Video,Stretch that snaps back — durable women boyshorts.,Broad,Instagram,US
women seamless everyday,Adset-2 Broad,2025-01-11,410.21,260811,1521.0,0.0058,58,1688.5,4.12,Video,"Push comfort, not wires — everyday women boyshorts.",Retargeting,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-12,409.75,346420,3605.0,0.0104,67,2820.31,6.88,Video,Summer‑ready essentials — sweat‑wicking women bras.,Broad,Facebook,US
women seamless everday,Adset-2 Broad,2025-01-13,1083.36,267204,2519.0,0.0094,56,2189.13,2.02,Video,Cooling mesh panels for workouts — women panties you’ll actually love.,Lookalike,Instagram,IN
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-14,643.79,258389,2210.0,0.0086,60,2646.64,4.11,Image,Doctors recommend breathable bamboo — meet our women bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-15,439.14,50047,385.0,0.0077,10,496.75,1.13,Carousel,Breathable organic cotton that moves with you — limited offer on women boyshorts.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-16,77.63,435755,3043.0,0.007,81,4243.08,54.66,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Lookalike,Instagram,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-17,361.0,240131,2683.0,0.0112,102,3402.64,9.43,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-18,1006.67,502867,4171.0,0.0083,0,5001.45,4.97,Video,Summer‑ready essentials — sweat‑wicking women sports bras.,Lookalike,Facebook,US
women seamless everyday,Adset-2 Broad,2025-01-19,616.89,396950,2443.0,0.0062,55,1321.32,2.14,Carousel,Stretch that snaps back — durable women panties.,Lookalike,Instagram,IN
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-01-20,460.59,138870,1368.0,0.0099,46,1938.07,4.21,Image,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-21,97.35,501552,6334.0,0.0126,140,6522.9,67.0,Image,"Ultra‑soft waistband, no marks — premium women bras.",Retargeting,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-22,619.13,401304,4543.0,0.0113,153,6938.95,11.21,Image,Confidence starts inside — elevate with women bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-23,523.93,169323,1575.0,0.0093,53,1517.16,2.9,UGC,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Lookalike,Instagram,UK
Women Seamless Everyday,Adset-2 Broad,2025-01-24,336.02,177694,,0.0112,64,1876.94,5.59,Video,"Push comfort, not wires — everyday women wire‑free bras.",Retargeting,Facebook,IN
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-25,484.43,299231,3025.0,0.0101,81,4363.36,9.01,Video,Seamless confidence for every day — new women wire‑free bras.,Broad,Facebook,UK
women s amless everyday,Adset-2 Broad,2025-01-26,526.26,79917,534.0,0.0067,12,669.29,1.27,Image,Confidence starts inside — elevate with women bras.,Broad,Instagram,UK
Women Seamless Everyday,Adset-2 Broad,2025-01-27,323.22,400780,3655.0,0.0091,115,4133.1,12.79,Video,No ride‑up guarantee — best‑selling women sports bras back in stock.,Lookalike,Instagram,UK
women seamless everyday,Adset-2 Broad,2025-01-28,921.07,508121,3030.0,0.006,79,4210.95,4.57,Image,Breathable organic cotton that moves with you — limited offer on women panties.,Lookalike,Instagram,IN
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-01-29,644.51,177720,1238.0,0.007,45,1710.21,2.65,Video,Stretch that snaps back — durable women sports bras.,Broad,Instagram,US
WOMEN Semless Everyday,Adset-2 Broad,2025-01-30,276.93,97354,,0.0088,21,902.98,3.26,Carousel,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Lookalike,Instagram,IN
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-01-31,201.36,315686,2248.0,0.0071,86,4062.6,20.18,Video,"Push comfort, not wires — everyday women wire‑free bras.",Broad,Facebook,US
women seamless everyday,Adset-2 Broad,2025-02-01,536.45,31507,114.0,0.0036,3,120.21,0.22,Image,Seamless confidence for every day — new women sports bras.,Broad,Instagram,IN
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-02,508.68,451098,2535.0,0.0056,43,2025.21,3.98,Image,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Retargeting,Instagram,UK
Women Seamless Everyday,Adset-2 Broad,2025-02-03,385.68,457896,3831.0,0.0084,119,5007.14,12.98,UGC,Invisible under tees — seamless women wire‑free bras.,Broad,Facebook,IN
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-04,601.99,159765,1752.0,0.011,59,1707.24,2.84,Image,Stretch that snaps back — durable women wire‑free bras.,Retargeting,Facebook,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-05,340.33,127560,920.0,0.0072,23,,3.77,Image,"All‑day comfort, zero pinch — try our women panties!",Broad,Facebook,IN
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-02-06,652.41,103015,906.0,0.0088,31,1779.82,2.73,UGC,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-07,72.91,405438,4351.0,0.0107,0,6511.2,89.3,Image,"Ultra‑soft waistband, no marks — premium women boyshorts.",Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-08,948.91,399040,3464.0,0.0087,116,4543.88,4.79,Image,"Ultra‑soft waistband, no marks — premium women bras.",Lookalike,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-02-09,453.99,324455,2544.0,0.0078,29,928.96,2.05,Video,Doctors recommend breathable bamboo — meet our women sports bras.,Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-02-10,152.0,306553,2023.0,0.0066,46,1682.63,11.07,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-11,369.11,143466,1325.0,0.0092,35,1987.86,5.39,Carousel,Seamless confidence for every day — new women sports bras.,Broad,Instagram,US
Women Seamless Everyday,Adset-2 Broad,2025-02-12,421.47,474074,3958.0,0.0083,135,5156.73,12.24,Video,"Push comfort, not wires — everyday women bras.",Retargeting,Facebook,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-13,414.88,282928,2547.0,0.009,71,3103.9,7.48,Carousel,"Push comfort, not wires — everyday women wire‑free bras.",Broad,Instagram,IN
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-14,730.49,365044,3819.0,0.0105,108,4752.9,6.51,UGC,Invisible under tees — seamless women boyshorts.,Broad,Facebook,US
WOMEN SEAMLESS EV RYDAY,Adset-2 Broad,2025-02-15,380.35,231358,1822.0,0.0079,68,2907.24,7.64,Video,Invisible under tees — seamless women panties.,Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-16,198.09,133051,1326.0,0.01,26,816.15,4.12,Carousel,Invisible under tees — seamless women bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-17,684.55,82840,831.0,0.01,25,1196.21,1.75,UGC,"All‑day comfort, zero pinch — try our women sports bras!",Lookalike,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-02-18,122.38,244613,2909.0,0.0119,77,2370.35,19.37,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Lookalike,Facebook,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-02-19,1071.93,175066,1179.0,0.0067,26,1261.34,1.18,Video,3‑pack deal ends tonight — upgrade your women drawer with panties.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-20,68.63,191564,1516.0,0.0079,25,723.03,10.54,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Broad,Instagram,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-21,1094.09,134733,768.0,0.0057,27,1184.32,1.08,Image,Doctors recommend breathable bamboo — meet our women sports bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-22,588.82,314840,2004.0,0.0064,66,1524.12,2.59,UGC,"Ultra‑soft waistband, no marks — premium women boyshorts.",Lookalike,Instagram,IN
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-02-23,115.71,496280,6105.0,0.0123,214,8905.15,76.96,Carousel,No ride‑up guarantee — best‑selling women sports bras back in stock.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-02-24,295.83,120479,1437.0,0.0119,34,1196.81,4.05,UGC,"All‑day comfort, zero pinch — try our women boyshorts!",Broad,Instagram,US
Women Seamless Everyday,Adset-2 Broad,2025-02-25,638.42,134762,1318.0,0.0098,36,1137.77,1.78,Image,No ride‑up guarantee — best‑selling women panties back in stock.,Lookalike,Facebook,US
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-26,514.2,441190,3851.0,0.0087,84,2032.18,3.95,Video,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-02-27,747.28,424306,2642.0,0.0062,0,4600.62,6.16,UGC,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Instagram,IN
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-02-28,297.43,348457,3578.0,0.0103,105,2901.05,9.75,Carousel,Summer‑ready essentials — sweat‑wicking women boyshorts.,Broad,Facebook,UK
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-03-01,580.29,306291,3602.0,0.0118,147,5979.21,10.3,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-02,194.42,261936,2108.0,0.008,53,2127.89,10.94,Carousel,Seamless confidence for every day — new women wire‑free bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-03,246.3,483294,3583.0,0.0074,109,,11.43,Carousel,"Push comfort, not wires — everyday women sports bras.",Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-04,1066.69,69894,681.0,0.0097,21,950.68,0.89,Video,Confidence starts inside — elevate with women wire‑free bras.,Lookalike,Instagram,UK
women seamless everyday,Adset-2 Broad,2025-03-05,609.02,232987,1048.0,0.0045,23,1078.68,1.77,Video,Seamless confidence for every day — new women panties.,Lookalike,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-03-06,201.43,85921,704.0,0.0082,24,620.2,3.08,Carousel,Seamless confidence for every day — new women boyshorts.,Broad,Instagram,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-07,443.3,69097,664.0,0.0096,16,501.79,1.13,Image,Doctors recommend breathable microfiber — meet our women bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-08,701.32,436166,3082.0,0.0071,95,3030.84,4.32,Image,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Broad,Instagram,UK
women seamless everyday,Adset-2 Broad,2025-03-09,349.41,153798,1613.0,0.0105,0,2866.03,8.2,Image,No ride‑up guarantee — best‑selling women panties back in stock.,Broad,Facebook,IN
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-10,755.09,45160,349.0,0.0077,12,543.65,0.72,Video,"Ultra‑soft waistband, no marks — premium women panties.",Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-11,909.45,32293,239.0,0.0074,7,269.75,0.3,Image,Breathable microfiber that moves with you — limited offer on women sports bras.,Lookalike,Instagram,US
Women Seamless Everyday,Adset-2 Broad,2025-03-12,351.44,483706,3462.0,0.0072,148,3607.94,10.27,Carousel,"Push comfort, not wires — everyday women bras.",Retargeting,Facebook,US
women seamless everyday,Adset-2 Broad,2025-03-13,301.77,348413,2778.0,0.008,66,1749.6,5.8,Carousel,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-14,124.46,315622,2014.0,0.0064,31,,6.17,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Lookalike,Facebook,US
WomenSeamless Everyday,Adset-2 Broad,2025-03-15,506.72,438130,4803.0,0.011,126,5269.39,10.4,Image,Breathable modal that moves with you — limited offer on women bras.,Lookalike,Facebook,US
Women Seamless Everyday,Adset-2 Broad,2025-03-16,191.12,428817,3682.0,0.0086,126,5250.82,27.47,Image,"Push comfort, not wires — everyday women bras.",Broad,Instagram,US
women seamless everyday,Adset-2 Broad,2025-03-17,228.41,107621,849.0,0.0079,29,656.27,2.87,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Lookalike,Facebook,IN
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-03-18,741.55,428303,2205.0,0.0051,46,1999.55,2.7,Video,Cooling mesh panels for workouts — women bras you’ll actually love.,Broad,Facebook,US
Women Seamless Everyday,Adset-2 Broad,2025-03-19,515.5,355017,,0.0127,112,2972.48,5.77,UGC,Invisible under tees — seamless women sports bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-20,1106.17,448168,4084.0,0.0091,124,3549.83,3.21,Image,Invisible under tees — seamless women bras.,Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-21,727.11,40556,301.0,0.0074,8,360.45,0.5,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-03-22,1010.71,306534,2580.0,0.0084,59,1797.95,1.78,UGC,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Lookalike,Instagram,IN
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,2025-03-23,151.18,266314,1559.0,0.0059,49,1488.8,9.85,Video,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-03-24,718.44,313591,1526.0,0.0049,52,1982.6,2.76,Video,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Broad,Facebook,UK
